bead_index,peak_z,peak_y,peak_x,centroid_z_um,centroid_y_um,centroid_x_um,fwhm_z_um,fwhm_y_um,fwhm_x_um,fwhm_pca1_um,fwhm_pca2_um,fwhm_pca3_um,pca_axis1,pca_axis2,pca_axis3,tilt_angle_y_deg,tilt_angle_x_deg,skew_pc1,kurt_pc1,snr,vol_ratio_05_01,pc1_z_angle_deg,astig_um
0,1507,340,627,2.3360090529522126,1.9471371600420775,1.9968265639484966,0.69,1.2000000000000002,0.30000000000000004,0.9547738693467336,0.5527638190954773,0.40201005025125625,"[-0.6964891008371704, -0.7172382452320001, -0.021730899464838326]","[-0.7171742312533438, 0.696790560851773, -0.012001513823139142]","[-0.023749830340554112, -0.007225917546776067, 0.999691818349236]",0.2894641365448382,0.011482959816303422,0.010176055242062092,-0.4128071520292371,249.96059126119212,0.0913894324853229,45.8540016092809,0.1507537688442211
1,415,365,1255,2.3532616947272174,1.9509068037679775,1.9934493073168444,0.87,1.4000000000000001,0.4,1.1557788944723617,0.5527638190954773,0.40201005025125625,"[-0.7120023225449602, -0.7020582062905948, -0.012921597061302269]","[-0.7002908061997463, 0.7113173366153757, -0.06017003724876107]","[-0.05143422442976608, 0.03379233064528701, 0.9981045030190315]",0.27131766200418284,0.006766644305306005,-0.03285542129187878,-0.4789010709141559,387.01486973929593,0.06486228687254084,44.601935803089376,0.1507537688442211
2,588,371,893,2.383551551916828,1.9770664842122967,2.013632043901766,0.84,1.4000000000000001,0.5,1.1557788944723617,0.4522613065326633,0.5025125628140703,"[-0.6632291547832218, -0.7483831848807329, -0.00704959809525346]","[-0.7476339431445459, 0.6629369826018695, -0.03947206805916387]","[-0.0342136712977693, 0.020908507514886432, 0.9991958061410328]",0.21765368528269802,0.0008426802026838998,-0.002551462174577368,-0.44182802616172356,223.23095386143171,0.06208889774765796,48.45338602410802,0.05025125628140703
3,1398,353,1315,2.3839027350433377,1.9780079456844826,1.9983925769038515,0.75,1.0,0.4,1.0552763819095476,0.4522613065326633,0.40201005025125625,"[-0.6359298019863528, -0.7717465522187876, -0.0007389749744689519]","[-0.7695467689391108, 0.6341888204277376, -0.07484858355273134]","[-0.058232785962664325, 0.04702976911371799, 0.997194636696436]",0.11680463186573335,0.004081360149791842,-0.008295508312608429,-0.4461531015089988,332.66079569124304,0.09070387851426226,50.5110196951707,0.05025125628140703
4,544,367,1688,2.38508470875079,1.9803240541104286,1.9928538216060845,1.23,1.3,0.30000000000000004,1.4070351758793969,0.6030150753768844,0.3015075376884422,"[-0.712412684335815, -0.7013408790102449, -0.024272178035272162]","[-0.7001951818296798, 0.7127070960684259, -0.04213433939452922]","[-0.04684948815024974, 0.013021775717963077, 0.9988170797584563]",0.16387947567633676,0.009514987817089097,0.0034134643067085624,-0.5102365469045256,304.20252529865616,0.08745541944487517,44.568441446251114,0.3015075376884422
5,724,328,504,2.342484290590772,1.961842927738557,2.0052460033566053,0.99,1.8,0.30000000000000004,1.3065326633165828,0.7035175879396984,0.3015075376884422,"[-0.6990593952807221, -0.7150372184041295, -0.006143139802766845]","[-0.7147449401858043, 0.6989785278056857, -0.02384718317512228]","[-0.02134554633975567, 0.01227981935866796, 0.9996967408609353]",0.2600629964465097,-0.0009644456367499988,-0.005054968817312326,-0.5114670360636224,185.1990894741545,0.06803814421943641,45.64841221752183,0.40201005025125625
6,1217,353,1027,2.3724113920994196,2.0001380516211014,2.0102420921903352,0.72,0.9,0.4,1.1055276381909547,0.5527638190954773,0.5025125628140703,"[-0.5147855148629283, -0.8556470113117653, -0.05351696666061103]","[-0.8322118004722717, 0.48373862704501336, 0.27096210041130275]","[0.20595968741967216, -0.18402481554901484, 0.9611011780349362]",0.04749113061214079,-0.03221195658839612,-0.0020343372524709827,-0.5252398801086957,234.27101092277923,0.08744429076379284,59.016880420256676,0.05025125628140703
7,172,374,785,2.387732060232591,1.967192050243609,1.9951396175144063,0.96,1.4000000000000001,0.4,1.2060301507537687,0.5527638190954773,0.5025125628140703,"[-0.6633316707267883, -0.7481394744364963, -0.01668596418223855]","[-0.7410657079459845, 0.6598314913751572, -0.12427396950348245]","[-0.10398418686187141, 0.07006946395912299, 0.9921076348376502]",0.17269162278886863,0.0076892809115207,-0.023892084794898537,-0.46343750882216694,206.04460808078463,0.06437311580067388,48.445537335119475,0.05025125628140703
8,404,332,1560,2.3867504715644015,1.9881982572839914,2.0028802979716223,0.75,1.2000000000000002,0.30000000000000004,1.1557788944723617,0.5527638190954773,0.3015075376884422,"[-0.6025521902788841, -0.7979871082698388, -0.01214220018199866]","[-0.7980704008364201, 0.6025481691436683, 0.004397632363982263]","[-0.0038070065556711483, -0.012340133579242553, 0.9999166104252553]",0.0832223209462467,0.0008009867955320671,-0.0022015504600016627,-0.4990306209726487,266.7130723048493,0.10209003215434084,52.94709567781414,0.25125628140703515
9,452,350,970,2.4201842834101552,1.973966742780556,2.0545631434614804,0.9299999999999999,1.3,1.3,0.05025125628140703,0.1507537688442211,0.25125628140703515,"[0.8148731793653081, -0.4422718856313359, 0.374669562055923]","[0.46778550436020977, 0.8834744038924274, 0.02548920511480086]","[-0.3422841268033602, 0.15449452044335654, 0.9268079734720881]",-0.010256993612649952,0.04656433263625398,-0.06703501139828902,-0.638428087157167,265.8214074631498,0.07074468085106383,35.42517591724737,0.10050251256281406
10,1104,332,862,2.3815498302580496,1.9841646771259662,2.002232123653082,0.8999999999999999,1.4000000000000001,0.30000000000000004,1.0552763819095476,0.5025125628140703,0.3517587939698492,"[-0.565346579851885, -0.8248004524991973, -0.009351909264709041]","[-0.8243199341464945, 0.5653523064049589, -0.029553609108065225]","[-0.029662953637409763, 0.008999066602295241, 0.9995194475255558]",0.1181014898558124,0.0021861439923731717,-0.007134260757255827,-0.5211752167004531,288.4521278995371,0.05965012905075997,55.573638106313965,0.1507537688442211
11,1556,344,1634,2.3926076172854316,1.9917702335157923,1.9981933715329352,0.72,1.1,0.30000000000000004,0.9547738693467336,0.5025125628140703,0.3015075376884422,"[-0.6141481789776404, -0.7891133246125401, -0.011053288080554658]","[-0.7888794837231274, 0.6142390676104745, -0.01948147791486895]","[-0.022162455170397877, 0.0032448019907789366, 0.999749116949278]",0.07418801538804284,0.0008761039004663106,-0.002363054766449755,-0.4995287418277621,272.23077937498425,0.10684647302904564,52.109948497996115,0.20100502512562812
12,1188,353,661,2.3775101529685427,1.9795156946631451,2.0097291440738894,1.14,1.4000000000000001,0.4,0.5025125628140703,0.4522613065326633,0.3517587939698492,"[-0.6194455834499387, -0.7364902723454363, 0.2717889767538585]","[0.5656988087567253, -0.6588126269046581, -0.4959342500797919]","[-0.5443087606456344, 0.15345358051061736, -0.8247302417838726]",0.09319472595469251,-0.04362089790136376,-0.008802337380513416,-0.4671182291318874,279.4384608844185,0.08122992198256081,51.72434066536617,0.10050251256281406
13,133,888,743,2.4574001591996257,2.083460581040743,2.012364870622726,1.53,2.6,0.4,6.030150753768844,0.6030150753768844,0.6030150753768844,"[-0.7774435074226367, -0.6286957797947239, -0.017978020878078035]","[-0.6268839157516574, 0.776886112490339, -0.05886021059695105]","[-0.050972040750372004, 0.034490356448614076, 0.9981043364166844]",1.002359238182141,0.05635041333398576,0.05395976248559705,-0.7382328732272163,28.31793989039733,0.0468307558266173,38.972902342368144,0.0
14,1192,355,660,2.3713715726829623,1.968212501008041,2.0166756871682834,1.14,1.4000000000000001,0.4,0.5527638190954773,0.4522613065326633,0.40201005025125625,"[-0.6060767383927553, -0.7512116668831446, 0.2614421900111895]","[0.5749131567768921, -0.6408738959407951, -0.5086801663781432]","[-0.549677950571085, 0.15799266134955225, -0.8203002313882751]",0.09479550110560962,-0.043697512930813136,-0.029806046374182212,-0.48320678832303665,162.98407193325534,0.08228730822873083,52.693636977105086,0.05025125628140703
15,477,346,980,2.3599733770085405,2.0086504715050544,1.9679888413885456,0.9299999999999999,1.2000000000000002,1.3,0.10050251256281406,0.10050251256281406,0.1507537688442211,"[-0.5739577136021715, 0.7425368379246207, -0.3452703105126087]","[0.6792589920958462, 0.6671959011871264, 0.3057071328838001]","[-0.45736174375815786, 0.059064996097553, 0.887317058092818]",-0.025231718609056902,0.04288339021095974,-0.056937316450137145,-0.43965950791362296,273.9939965790334,0.07038899179677163,54.97332712613351,0.05025125628140703
16,1253,358,1108,2.395521685046326,1.9927621354380358,1.9962995882736312,0.72,1.1,0.4,1.0552763819095476,0.4522613065326633,0.5025125628140703,"[-0.5774227902013127, -0.8164186145906945, -0.006600538306952357]","[-0.8150091767263604, 0.576867572736998, -0.054624585823095144]","[-0.04840416519217102, 0.026161981468062617, 0.9984851463680939]",0.07835046054776762,0.005861873309031142,-0.008068027803936534,-0.5050470550369512,229.5421813071974,0.06576963229323744,54.7305211613462,0.05025125628140703
17,42,866,742,1.7873972436063001,2.0995897186763206,2.0179591803168955,2.07,2.7,0.30000000000000004,6.281407035175879,0.8040201005025125,0.3517587939698492,"[-0.7335956965895057, -0.67876814600613, -0.033334035350651804]","[-0.6772605033648282, 0.7261506986218986, 0.11842032542155867]","[0.056174411678071114, -0.10944846667874769, 0.9924038838166112]",0.733665965153534,0.021375965127391962,-0.04295610979686042,-0.6289684592182607,28.417424934647176,0.056021020276634775,42.811312876800855,0.4522613065326633
18,779,351,1111,2.3757031464820444,1.9764910820436778,2.004323491011,0.72,1.2000000000000002,0.30000000000000004,1.1557788944723617,0.6030150753768844,0.40201005025125625,"[-0.63707114575559, -0.7707795104124627, -0.006269096743892481]","[-0.7707018598045319, 0.6370978774495586, -0.01117755980091996]","[-0.012609462300018947, 0.0022892963093112343, 0.9999178769193562]",0.09459460713184523,-0.005242376299698712,-0.010510676350390123,-0.4910447733129235,210.20012827988702,0.06621740404336361,50.42623270218377,0.20100502512562812
19,38,865,742,1.7247013852451951,2.1089880923750717,2.0173981630168143,2.07,2.6,0.30000000000000004,6.180904522613065,0.8040201005025125,0.3517587939698492,"[-0.7237103071703364, -0.689211691861808, -0.03508040901133041]","[-0.6877202322709203, 0.7160567494281299, 0.11959771621419776]","[0.05730858068953305, -0.1106796069716788, 0.9922024748910606]",0.6901973323294996,0.019295822103006014,-0.025274755911605076,-0.6224089760392855,33.28569104451814,0.05654347714035359,43.6383339294223,0.4522613065326633
20,637,352,1921,2.392779313463356,1.9947437932887735,2.0038429738496113,0.8999999999999999,1.1,0.30000000000000004,1.0552763819095476,0.5025125628140703,0.3517587939698492,"[-0.6885022635048759, -0.7243567051202479, -0.03566506548431768]","[-0.7251969675083919, 0.6881321756454971, 0.023737463175891968]","[-0.007347888492260333, -0.042207494461680664, 0.999081846470034]",0.08560088188150743,0.0018398265865898278,0.016802208508029978,-0.5136079391991104,198.3730271282222,0.0814592703648176,46.488333326508986,0.1507537688442211
21,481,341,979,2.3522245370484707,2.0460624053426124,1.9755673809625165,0.9299999999999999,1.2000000000000002,1.3,1.1055276381909547,0.1507537688442211,0.3517587939698492,"[-0.5850231251320165, 0.7368211057229657, -0.3388843478562499]","[0.6468861280556626, 0.6759682871721202, 0.3529946346146689]","[-0.4891689691608843, 0.012709559346289923, 0.8720964320023912]",-0.0776362941719253,0.04099913429991857,-0.08564961178644624,-0.49387473914818925,269.7002527134519,0.07076350093109869,54.19537628714999,0.20100502512562812
22,439,368,1407,2.3813603263892738,1.9854494490042605,1.9927895588913314,1.44,1.4000000000000001,0.30000000000000004,1.2060301507537687,0.4522613065326633,0.40201005025125625,"[-0.7027836497506044, -0.7112584434957876, -0.014372480619918804]","[-0.7060587336644132, 0.6998330128869089, -0.10823501600608347]","[-0.087041405431125, 0.06591798411345422, 0.9940214349353805]",0.13692779663714366,0.004636068349744287,-0.012731594545216416,-0.5340573981072616,191.45387978613476,0.04835924006908463,45.34923454160563,0.05025125628140703
23,55,869,743,2.014621376058679,2.091030368588598,1.993142702162939,3.27,3.0,0.30000000000000004,6.4321608040201,0.7035175879396984,0.3517587939698492,"[-0.7637853765717266, -0.6448099613781451, -0.02918924875191207]","[-0.6434552783746221, 0.7570516247593443, 0.11330552581879993]","[0.050962763534011114, -0.10532307988637725, 0.9931313334983567]",0.9089073688652424,0.036157383547375126,-0.08130140083527583,-0.7056225593849859,23.215366395279847,0.06542096781218694,40.20094554964722,0.3517587939698492
24,635,339,105,2.3686139480801445,1.9714138991434593,2.0003339513346767,1.89,1.9000000000000001,0.30000000000000004,2.4120603015075375,0.5527638190954773,0.3517587939698492,"[-0.7048696622955639, -0.7093303238844637, -0.0030415116798592086]","[-0.7082509944786487, 0.7040213423044951, -0.052292240340053656]","[-0.03923376091254378, 0.03470506011719337, 0.9986271931040731]",0.1966978562491383,0.0028399789491009627,-0.014013989797238365,-0.5477475251970296,174.84438722180568,0.07483480614600749,45.18098477314036,0.20100502512562812
25,641,340,105,2.3453018904838356,1.9614182432310352,2.000307364983627,1.7999999999999998,1.8,0.30000000000000004,2.4120603015075375,0.5527638190954773,0.3517587939698492,"[-0.6993763437188141, -0.714747518973489, -0.0029519430456197097]","[-0.7135657594462442, 0.6984460962317659, -0.05474447556156783]","[-0.04119025118164702, 0.036180585675863616, 0.9984960332558884]",0.20493380933338548,0.0033399716816918143,-0.03985679289635119,-0.5478190889212167,188.56318310879843,0.0761380204114693,45.623010638559876,0.20100502512562812
26,1263,345,2064,2.395740121477092,1.998991736224413,2.000990234246666,0.72,1.1,0.4,1.0552763819095476,0.4522613065326633,0.3517587939698492,"[-0.5746007704318072, -0.817961421622773, -0.027804088836466383]","[-0.8175112505884227, 0.5752343576719536, -0.027942600363757612]","[-0.03884983629987487, -0.0066743157392880025, 0.999222769821067]",0.051652780693495645,0.0030885082434929036,0.013307143364233318,-0.5203867989123849,163.88200277903098,0.0582687338501292,54.92832130216016,0.10050251256281406
27,478,398,1143,2.307925172715831,1.9139294516346284,1.981526676886228,2.4899999999999998,2.5,0.5,2.964824120603015,0.40201005025125625,0.5025125628140703,"[-0.760883076867356, -0.6485059060431095, -0.022294240603143237]","[0.003588162504902073, -0.03856200325047553, 0.999249767072852]","[-0.6488790861375513, 0.7602322419711735, 0.03166812025966225]",0.43078755780202627,0.025313868843300145,-0.015267545869639581,-0.6951991631340073,103.99605926932627,0.04146745126884884,40.457890039979624,0.10050251256281406
28,1409,328,753,2.3633501462942026,1.9299247712366794,2.017520030156768,0.8999999999999999,2.4000000000000004,0.9,0.3015075376884422,0.4522613065326633,0.1507537688442211,"[-0.7303083204683254, -0.6291463301093917, -0.2661290145110416]","[0.4633423240511192, -0.7424804827691376, 0.48377331824917286]","[-0.5019598069543428, 0.22999484345696197, 0.8337497971127587]",0.21351018646469533,0.08227129063190372,-0.027459854612260522,-0.5546026227528684,177.52599443251762,0.03338570306362922,43.087752124664156,0.3015075376884422
29,66,872,743,2.2110330668074063,2.0762993627071253,1.9954811918765074,3.42,3.1,0.30000000000000004,4.522613065326633,0.8040201005025125,0.3517587939698492,"[-0.7687069351619329, -0.6390913856327922, -0.025531326716516454]","[-0.6377821582693038, 0.7629014440621306, 0.10590233822378588]","[0.04820338605633947, -0.09769128649922748, 0.9940487141558153]",0.9777188464772658,0.0357634840762291,-0.06163802303411907,-0.8054210510414608,33.76638461287836,0.07231763037655585,39.762085662174194,0.4522613065326633
30,387,362,2107,2.467348484734526,1.9754241523763427,1.932038157710223,2.76,1.2000000000000002,1.9000000000000001,3.165829145728643,0.7537688442211055,0.40201005025125625,"[-0.8139620161936324, 0.011705718836274581, 0.5808001483647565]","[0.2932389724694184, 0.8713489050230963, 0.39339800551112514]","[-0.5014745668716176, 0.49052427244895647, -0.7126774845042787]",-0.002229545833916728,-0.2950593309193092,-0.04567523077080349,-0.651662613388651,37.381684845599075,0.05173232083531087,35.51514267667814,0.3517587939698492
31,1402,324,755,2.364094306056941,1.9514533539152787,1.9877554557406256,1.17,2.5,1.0,0.9547738693467336,0.20100502512562812,0.4522613065326633,"[-0.7313135527289998, -0.6391469736276992, -0.23805804690756044]","[-0.48812118461556925, 0.7342466866092454, -0.4718257224154256]","[-0.47635931472406656, 0.22885136946476436, 0.848945730874312]",0.24704987233141923,0.11950680074027731,0.007552901680505449,-0.5733138974218792,111.01229754456232,0.028893874498606295,43.003372866400944,0.25125628140703515
32,612,377,894,2.2636760161980938,1.8880039674345472,1.9937733678483314,0.84,1.4000000000000001,0.5,1.809045226130653,0.7537688442211055,0.40201005025125625,"[-0.654468418625436, -0.7560821717191101, -0.0032922075322031796]","[-0.7556914973996669, 0.654259081463424, -0.02958741422438968]","[-0.024524473078335652, 0.01687613495889096, 0.9995567749203038]",0.3298138126178556,0.012257976159117454,-0.17310106322547456,-0.5695665256702083,277.38320997874644,0.06238734227919087,49.120645078464285,0.3517587939698492
33,161,895,743,2.4283473240508076,2.059001059913928,2.016934202485401,2.85,3.0,0.6000000000000001,1.557788944723618,0.5527638190954773,0.6532663316582914,"[-0.7652170640353162, -0.6435590391866177, -0.016571300201511544]","[-0.6059015857456338, 0.7286619664212793, -0.3192726218797987]","[-0.21754565796654632, 0.23427228127175442, 0.9475180129831995]",0.925348626084919,0.06338009809631034,-0.01127601858431396,-0.7859669054980234,43.18179481798848,0.03241676611705107,40.07369314190036,0.10050251256281406
34,468,535,1450,2.4121270363839153,2.0108116138110876,1.9949328734777207,2.04,1.8,0.4,1.1557788944723617,0.5527638190954773,0.3517587939698492,"[-0.7727108974794261, -0.6340673059712212, -0.029606087464202745]","[-0.6120607066978913, 0.7566307720723711, -0.2299816646379571]","[-0.16822473133584814, 0.15958861567030858, 0.9727445263353662]",0.30913486249763883,0.013682735999049723,0.02441421812298432,-0.6538894629908127,67.6672422190581,0.039595248570171576,39.40204687161548,0.20100502512562812
35,1391,390,1684,2.328611701229534,1.940565305302458,1.9974202434978083,2.31,2.2,0.30000000000000004,2.8140703517587937,0.5025125628140703,0.3517587939698492,"[-0.7491268901744225, -0.6623796019474866, -0.007884500078465072]","[-0.6439429752788148, 0.7309646301228347, -0.2258941214340376]","[-0.15539094892131375, 0.16414619225945107, 0.974119951833478]",0.26663702391995825,0.00863655026137573,-0.047769793337786234,-0.6676450582820785,130.23125147926368,0.07106332765176347,41.485197073820125,0.1507537688442211
36,178,522,743,2.38253636096168,1.9841174839161166,1.9750364889254,1.7999999999999998,2.0,0.30000000000000004,2.1105527638190953,0.40201005025125625,0.3517587939698492,"[-0.7765421879103193, -0.6286414550541514, -0.042333808981168404]","[0.4354942037361959, -0.5840806976025199, 0.6849777640188989]","[0.45533177893447224, -0.51347800310778, -0.7273330127368175]",0.16780056217964243,0.07854396655224308,-0.011900275500325769,-0.6539198292650368,37.15432827600378,0.028326228404756564,39.054937378963274,0.05025125628140703
37,1422,327,757,2.3242264158751023,1.9433162593477011,1.9726633122135806,1.17,2.2,0.8,1.0050251256281406,1.0552763819095476,0.10050251256281406,"[-0.7075504337864487, -0.6544150514496279, -0.2666708159600323]","[0.4788543008888425, -0.721523924903465, 0.5001017739542194]","[-0.5196835019209926, 0.22615075995468203, 0.8238840280057953]",0.2520741180198828,0.1366599348864843,-0.03433797893288866,-0.5422426397503695,96.7334366779262,0.033824114604058896,44.96404022246876,0.9547738693467336
38,117,334,1327,2.3835919524308364,1.9837007452039406,2.002334028074477,0.87,1.4000000000000001,0.2,1.2060301507537687,0.5527638190954773,0.3517587939698492,"[-0.63432857660916, -0.7730278136262322, -0.007433455269535948]","[-0.7725605281293683, 0.6342333411264215, -0.029971642932737096]","[-0.027883458778791465, 0.013269075471302384, 0.9995231084685675]",0.07610228951892445,0.002946546471814296,-0.012958147040006302,-0.5439955816367723,161.42866904039232,0.04527956003666361,50.62979597969739,0.20100502512562812
39,307,273,1492,2.418391102839986,1.9973450926646548,1.9930013331286003,2.4899999999999998,2.6,0.4,4.974874371859296,0.7537688442211055,0.40201005025125625,"[-0.7473592245122703, -0.6636169048907444, -0.032661798475375696]","[-0.6640710905406034, 0.7476568032392822, 0.0043464098092865985]","[-0.02153546481111952, -0.024938085597041127, 0.99945701040221]",0.5721715825242875,0.04113510558054298,0.04310690282248573,-0.6955183491152797,56.37553220409533,0.03183436747052176,41.63785935326834,0.3517587939698492
40,302,272,1492,2.4349074278971345,2.0029079791659887,1.9922692789657017,2.31,2.6,0.4,5.57788944723618,0.6532663316582914,0.40201005025125625,"[-0.7513089465360281, -0.6591800459908266, -0.031883127551336404]","[-0.65955209648819, 0.7516572208504235, 0.0015666401789127267]","[-0.022932485102070334, -0.02220561440150425, 0.9994903760497621]",0.6008333772768419,0.041137636487338286,0.045006298937851824,-0.7053552554308364,52.5581183590364,0.03303092256580629,41.29610956004239,0.25125628140703515
41,1248,396,1037,2.343750541764278,1.9514944025328624,2.005221146748814,1.95,2.2,0.5,3.517587939698492,0.6030150753768844,0.5025125628140703,"[-0.7572768310720893, -0.6528436055804001, -0.018083909262038404]","[-0.03268302147725824, 0.010227247257502951, 0.9994134397338527]","[-0.6522757248499529, 0.7574236793673124, -0.029081758976227497]",0.301768339242778,-0.0012006293269630943,-0.04265169552768685,-0.6616744460790405,131.60645271713122,0.03170877739192911,40.77528609050618,0.10050251256281406
42,524,414,103,2.3338942264941185,1.9507921700354516,1.9977216257020094,2.28,2.3000000000000003,0.30000000000000004,2.8643216080402008,0.5025125628140703,0.3015075376884422,"[-0.7577816048508982, -0.6524996161473089, 0.0033601007741196186]","[-0.6489652187147547, 0.7541928437853177, 0.1001863228266517]","[0.0679057011458391, -0.07373876396191012, 0.9949630196350323]",0.2825504934964229,0.0037642503534268475,-0.04252187977882547,-0.6728748227089776,131.1281224817805,0.056797512175086544,40.73098254427231,0.20100502512562812
43,201,904,744,2.321461043460348,2.0144965357938784,1.9911157375295379,4.109999999999999,3.2,0.6000000000000001,5.175879396984924,0.9045226130653266,0.5025125628140703,"[-0.7819753975531781, -0.6232308818309442, -0.00988663510872952]","[0.2845125147035964, -0.37100425092300604, 0.8839731188074076]","[-0.5545873300018537, 0.6884323595890042, 0.46743318204009837]",1.112505851887771,0.07823824774066204,-0.0037172398111748254,-0.8379654816712323,36.01174757500251,0.0270305086201344,38.55820153754742,0.40201005025125625
44,1157,344,667,2.4385838310461008,2.0361916786500993,1.9662039978861134,1.14,1.6,0.4,1.608040201005025,0.05025125628140703,0.05025125628140703,"[-0.6862458861890005, -0.6521372781257058, 0.3221545501269061]","[0.5216720963960633, -0.7499150537051976, -0.40679925770343617]","[-0.506877507422069, 0.1111052775754886, -0.8548279416142549]",0.12574513815215146,-0.0887529675298133,0.07183465927594082,-0.5955573371212348,279.3962977012437,0.08213457076566125,46.66633202229953,0.0
45,109,332,1327,2.397948679732133,1.9940754493802908,2.0023557295947274,0.87,1.4000000000000001,0.30000000000000004,1.2562814070351758,0.5527638190954773,0.3015075376884422,"[-0.6645342358009249, -0.7472065498378809, -0.008753360945999187]","[-0.7467506143261768, 0.6644691374194722, -0.029056589966814293]","[-0.027527612536466666, 0.012772521144734102, 0.9995394405683296]",0.07943297832669322,0.004222436561896701,0.015423468080858134,-0.5451124738641715,161.3847113566358,0.04393454286730701,48.35339684877049,0.25125628140703515
46,604,331,105,2.4841896178385086,2.057142604838434,2.0000880675017507,1.8599999999999999,1.8,0.30000000000000004,2.4120603015075375,0.5527638190954773,0.3517587939698492,"[-0.7333177084685507, -0.6798626713608908, -0.005646816489553009]","[-0.6788427315103084, 0.7326270259393578, -0.04929692423341293]","[-0.0376521489699701, 0.03231700718328852, 0.9987682047025022]",0.30932474340227023,-0.000844630098358733,0.10604609434351493,-0.669225568604138,197.05038736132607,0.0708311355587371,42.83474483055878,0.20100502512562812
47,609,332,105,2.465576851709547,2.0474185733804884,2.000140640171414,1.8599999999999999,1.8,0.30000000000000004,2.4120603015075375,0.5527638190954773,0.3517587939698492,"[-0.7293468256379669, -0.6841229171142644, -0.005389082564846918]","[-0.683095647228648, 0.7286423993813875, -0.04960434014286466]","[-0.03786217993057922, 0.03249750917846158, 0.9987544078641658]",0.2790831953445212,-5.2799074133821e-05,0.09993622588748804,-0.6440946362919306,191.5570189050999,0.07037508422549973,43.1683359397543,0.20100502512562812
48,227,373,1902,2.4032966698493863,2.0011024978889433,2.001905613344691,2.31,1.9000000000000001,0.30000000000000004,2.914572864321608,0.5025125628140703,0.3015075376884422,"[-0.7413465466759539, -0.6706092113454184, -0.02624087251434639]","[-0.6692813288903235, 0.7416416721190942, -0.04505699696159525]","[-0.049676961767412126, 0.015840323073424242, 0.9986397166318236]",0.15953142652950655,0.006852776810617032,-0.0010876208894395427,-0.6210147463207765,142.45628961362493,0.050297605525012494,42.153752645410215,0.20100502512562812
49,241,256,1491,2.469893564976943,2.036741917650906,2.0012757364886,3.2399999999999998,3.3000000000000003,0.4,5.477386934673366,0.7537688442211055,0.3517587939698492,"[-0.780499169418969, -0.6246562428873127, -0.02501249204309099]","[-0.6241673954718023, 0.7808900482190844, -0.025015895393570544]","[-0.035158341346618605, 0.0039129035641583335, 0.9993740942307102]",0.6267987552579378,0.036579172147612644,0.0034871818303881586,-0.782433241122793,47.04692655192143,0.047921733362812295,38.693698370657586,0.40201005025125625
50,383,357,1255,2.5315461589185495,2.084212765753723,1.9932868071530987,1.3499999999999999,1.4000000000000001,0.4,1.0552763819095476,0.5527638190954773,0.7537688442211055,"[-0.7120213437616779, -0.7020418854888262, -0.012759194610495132]","[-0.7003252393808495, 0.7113577625505058, -0.05928484414497695]","[-0.050696795894519094, 0.03327648837290626, 0.9981595614968566]",0.3584471063862666,-0.003475025855539402,0.16343106489784914,-0.6179943051784531,344.0526832819483,0.06501732998685311,44.60038370121486,0.20100502512562812
51,124,386,15,2.3869407547868264,1.9916649599279912,1.7303800377415213,0.84,1.4000000000000001,0.30000000000000004,1.1055276381909547,0.5025125628140703,0.25125628140703515,"[-0.6888893581755943, -0.7246818156279993, 0.016362099208985192]","[-0.7227941387536629, 0.6850391762337275, -0.09104921750551329]","[-0.05477303328982621, 0.07454926641572357, 0.9957119672380708]",0.07327385826517162,0.005258973240267024,-0.004151844928599184,-0.556015333801656,165.36933170889532,0.03637598215151809,46.457743877925346,0.25125628140703515
52,93,526,721,2.43602129191396,1.9874078306762053,2.033110717208512,1.92,2.4000000000000004,0.30000000000000004,1.457286432160804,0.40201005025125625,0.40201005025125625,"[-0.8278808139437939, -0.5470861852172426, -0.12373384277636287]","[0.3258696240493109, -0.6486760511057691, 0.6877705786407171]","[-0.45653296269351884, 0.5290709656239609, 0.7153052266746048]",0.14625548839731606,0.1315593407135203,0.045170127980428,-0.7132020096327301,19.419467675801922,0.02652885443583118,34.11834218873592,0.0
53,594,455,866,2.3339632641078842,1.9572889674625806,2.0171256727803133,2.79,2.7,0.5,5.025125628140703,0.40201005025125625,0.4522613065326633,"[-0.7712693897092421, -0.6363875325254909, -0.01242726613743115]","[-0.053821724805167975, 0.045750152411290115, 0.9975019526263297]","[-0.634229257001386, 0.7700115791340164, -0.06953716677438741]",0.4066246033200271,-0.02633445980089339,-0.0024671073331002393,-0.6851926362740741,45.88990229451436,0.012850431883618731,39.53198382016912,0.05025125628140703
54,425,385,1142,2.484311989609315,2.041409838516352,1.9953492473570034,2.4299999999999997,2.4000000000000004,0.5,2.964824120603015,0.9547738693467336,0.5025125628140703,"[-0.7617425921437826, -0.647360328919513, -0.02593892548449574]","[-0.015334591673369176, -0.02201027574148697, 0.9996401342783287]","[-0.6476982890299169, 0.7618662299268832, 0.006839158187600988]",0.4277217540758391,0.015099353763160185,0.012778763632902293,-0.6861650702109672,83.03364720323627,0.037508316699933465,40.38193727084989,0.4522613065326633
